idx,KEEP,ITEM,IMAGE,ID,CATEGORY,LEVEL_UPGRADE,REQ_LEVEL,EXCELLENT_BITMASK_INFERRED,EXCELLENT_COUNT_INFERRED,ANCIENT_SET_OPTION,HARMONY,SOCKET_COUNT,DURATION_DAYS,COIN0,COIN1,COIN2,QTY,CLASS,DAMAGE,CURRENT_RISK,RECOMMEND,NOTES
66,UNREVIEWED,Legendary Staff,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=5,index=5",Staffs,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,29-31,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
67,UNREVIEWED,Staff of Resurrection,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=5,index=6",Staffs,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,35-39,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
68,UNREVIEWED,Chaos Lighting Staff,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=5,index=7",Staffs,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,47-48,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
69,UNREVIEWED,Staff of Destruction,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=5,index=8",Staffs,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,50-54,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
70,UNREVIEWED,Dragon Soul Staff,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=5,index=9",Staffs,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,46-48,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
71,UNREVIEWED,Divine Staff of Archangel,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=5,index=10",Staffs,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,153-165,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
72,UNREVIEWED,Staff of Kundun,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=5,index=11",Staffs,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,MG,51-53,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
73,UNREVIEWED,Small Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=0",Shields,13,0,63,6,0,0,0,PERMANENT,10000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
74,UNREVIEWED,Horn Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=1",Shields,13,0,63,6,0,0,0,PERMANENT,20000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
75,UNREVIEWED,Kite Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=2",Shields,13,0,63,6,0,0,0,PERMANENT,30000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
76,UNREVIEWED,Elven Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=3",Shields,13,0,63,6,0,0,0,PERMANENT,15000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
77,UNREVIEWED,Buckler,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=4",Shields,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
78,UNREVIEWED,Dragon Slayer Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=5",Shields,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
79,UNREVIEWED,Skull Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=6",Shields,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
80,UNREVIEWED,Spiked Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=7",Shields,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
81,UNREVIEWED,Tower Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=8",Shields,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
82,UNREVIEWED,Plate Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=9",Shields,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
83,UNREVIEWED,Large Round Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=10",Shields,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
84,UNREVIEWED,Serpent Shield,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=6,index=11",Shields,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
85,UNREVIEWED,Bronze Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=0",Helms,13,0,63,6,0,0,0,PERMANENT,10000,0,0,1,DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
86,UNREVIEWED,Dragon Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=1",Helms,13,0,63,6,0,0,0,PERMANENT,20000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
87,UNREVIEWED,Pad Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=2",Helms,13,0,63,6,0,0,0,PERMANENT,30000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
88,UNREVIEWED,Legendary Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=3",Helms,13,0,63,6,0,0,0,PERMANENT,15000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
89,UNREVIEWED,Bone Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=4",Helms,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
90,UNREVIEWED,Leather Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=5",Helms,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DK/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
91,UNREVIEWED,Scale Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=6",Helms,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DK/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
92,UNREVIEWED,Sphinx Mask,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=7",Helms,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
93,UNREVIEWED,Brass Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=8",Helms,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
94,UNREVIEWED,Plate Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=9",Helms,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
95,UNREVIEWED,Vine Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=10",Helms,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
96,UNREVIEWED,Silk Helm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=7,index=11",Helms,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
97,UNREVIEWED,Bronze Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=0",Armors,13,0,63,6,0,0,0,PERMANENT,10000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
98,UNREVIEWED,Dragon Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=1",Armors,13,0,63,6,0,0,0,PERMANENT,20000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
99,UNREVIEWED,Pad Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=2",Armors,13,0,63,6,0,0,0,PERMANENT,30000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
100,UNREVIEWED,Legendary Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=3",Armors,13,0,63,6,0,0,0,PERMANENT,15000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
101,UNREVIEWED,Bone Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=4",Armors,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
102,UNREVIEWED,Leather Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=5",Armors,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
103,UNREVIEWED,Scale Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=6",Armors,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
104,UNREVIEWED,Sphinx Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=7",Armors,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
105,UNREVIEWED,Brass Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=8",Armors,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
106,UNREVIEWED,Plate Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=9",Armors,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
107,UNREVIEWED,Vine Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=10",Armors,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
108,UNREVIEWED,Silk Armor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=8,index=11",Armors,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
109,UNREVIEWED,Bronze Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=0",Pants,13,0,63,6,0,0,0,PERMANENT,10000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
110,UNREVIEWED,Dragon Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=1",Pants,13,0,63,6,0,0,0,PERMANENT,20000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
111,UNREVIEWED,Pad Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=2",Pants,13,0,63,6,0,0,0,PERMANENT,30000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
112,UNREVIEWED,Legendary Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=3",Pants,13,0,63,6,0,0,0,PERMANENT,15000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
113,UNREVIEWED,Bone Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=4",Pants,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
114,UNREVIEWED,Leather Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=5",Pants,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
115,UNREVIEWED,Scale Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=6",Pants,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
116,UNREVIEWED,Sphinx Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=7",Pants,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
117,UNREVIEWED,Brass Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=8",Pants,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
118,UNREVIEWED,Plate Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=9",Pants,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
119,UNREVIEWED,Vine Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=10",Pants,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
120,UNREVIEWED,Silk Pants,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=9,index=11",Pants,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
121,UNREVIEWED,Bronze Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=0",Gloves,13,0,63,6,0,0,0,PERMANENT,10000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
122,UNREVIEWED,Dragon Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=1",Gloves,13,0,63,6,0,0,0,PERMANENT,20000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
123,UNREVIEWED,Pad Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=2",Gloves,13,0,63,6,0,0,0,PERMANENT,30000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
124,UNREVIEWED,Legendary Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=3",Gloves,13,0,63,6,0,0,0,PERMANENT,15000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
125,UNREVIEWED,Bone Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=4",Gloves,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
126,UNREVIEWED,Leather Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=5",Gloves,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
127,UNREVIEWED,Scale Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=6",Gloves,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
