ID,GROUP,CATEGORY,ITEM,TECHNICAL_ID,CURRENT_PRICE,DURATION,KEY_OPTIONS,POWER_IMPACT,PRELIMINARY_CLASSIFICATION,REASON,DATA_CONFIDENCE,BRYAN_DECISION
45,GROUP 1 -- Weapons,Spears,Great Scythe,"type=3,index=8",WCoinC=0 / WCoinP=100 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
46,GROUP 1 -- Weapons,Spears,Bill of Balrog,"type=3,index=9",WCoinC=0 / WCoinP=100 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
47,GROUP 1 -- Weapons,Spears,Dragon Spear,"type=3,index=10",WCoinC=0 / WCoinP=100 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
48,GROUP 1 -- Weapons,Spears,Brova,"type=3,index=11",WCoinC=0 / WCoinP=100 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
49,GROUP 1 -- Weapons,Bows/CrosBows,Short Bow,"type=4,index=0",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
50,GROUP 1 -- Weapons,Bows/CrosBows,Bow,"type=4,index=1",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
51,GROUP 1 -- Weapons,Bows/CrosBows,Elven Bow,"type=4,index=2",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
52,GROUP 1 -- Weapons,Bows/CrosBows,Battle Bow,"type=4,index=3",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
53,GROUP 1 -- Weapons,Bows/CrosBows,Tiger Bow,"type=4,index=4",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
54,GROUP 1 -- Weapons,Bows/CrosBows,Silver Bow,"type=4,index=5",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
55,GROUP 1 -- Weapons,Bows/CrosBows,Chaos Nature Bow,"type=4,index=6",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
56,GROUP 1 -- Weapons,Bows/CrosBows,Bolt,"type=4,index=7",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
57,GROUP 1 -- Weapons,Bows/CrosBows,Crossbow,"type=4,index=8",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
58,GROUP 1 -- Weapons,Bows/CrosBows,Golden Crossbow,"type=4,index=9",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
59,GROUP 1 -- Weapons,Bows/CrosBows,Arquebus,"type=4,index=10",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
60,GROUP 1 -- Weapons,Bows/CrosBows,Light Crossbow,"type=4,index=11",WCoinC=0 / WCoinP=0 / GoblinPoint=200,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
61,GROUP 1 -- Weapons,Staffs,Skull Staff,"type=5,index=0",WCoinC=10000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
62,GROUP 1 -- Weapons,Staffs,Angelic Staff,"type=5,index=1",WCoinC=20000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
63,GROUP 1 -- Weapons,Staffs,Serpent Staff,"type=5,index=2",WCoinC=30000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
64,GROUP 1 -- Weapons,Staffs,Thunder Staff,"type=5,index=3",WCoinC=15000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
65,GROUP 1 -- Weapons,Staffs,Gorgon Staff,"type=5,index=4",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
66,GROUP 1 -- Weapons,Staffs,Legendary Staff,"type=5,index=5",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
67,GROUP 1 -- Weapons,Staffs,Staff of Resurrection,"type=5,index=6",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
68,GROUP 1 -- Weapons,Staffs,Chaos Lighting Staff,"type=5,index=7",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
69,GROUP 1 -- Weapons,Staffs,Staff of Destruction,"type=5,index=8",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
70,GROUP 1 -- Weapons,Staffs,Dragon Soul Staff,"type=5,index=9",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
71,GROUP 1 -- Weapons,Staffs,Divine Staff of Archangel,"type=5,index=10",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
72,GROUP 1 -- Weapons,Staffs,Staff of Kundun,"type=5,index=11",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Ships at +13 upgrade with all 6 excellent options simultaneously active (ItemNewOption=63) -- a combination essentially unobtainable through normal play at any request-level bracket. This stat package is itself ""exclusive best-in-slot gear""/""a progression destination unavailable to F2P players"" under current policy, independent of which specific base weapon it wraps.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
73,GROUP 2 -- Armor / Sets,Shields,Small Shield,"type=6,index=0",WCoinC=10000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
74,GROUP 2 -- Armor / Sets,Shields,Horn Shield,"type=6,index=1",WCoinC=20000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
75,GROUP 2 -- Armor / Sets,Shields,Kite Shield,"type=6,index=2",WCoinC=30000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
76,GROUP 2 -- Armor / Sets,Shields,Elven Shield,"type=6,index=3",WCoinC=15000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
77,GROUP 2 -- Armor / Sets,Shields,Buckler,"type=6,index=4",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
78,GROUP 2 -- Armor / Sets,Shields,Dragon Slayer Shield,"type=6,index=5",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
79,GROUP 2 -- Armor / Sets,Shields,Skull Shield,"type=6,index=6",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
80,GROUP 2 -- Armor / Sets,Shields,Spiked Shield,"type=6,index=7",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
81,GROUP 2 -- Armor / Sets,Shields,Tower Shield,"type=6,index=8",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
82,GROUP 2 -- Armor / Sets,Shields,Plate Shield,"type=6,index=9",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
83,GROUP 2 -- Armor / Sets,Shields,Large Round Shield,"type=6,index=10",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
84,GROUP 2 -- Armor / Sets,Shields,Serpent Shield,"type=6,index=11",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
85,GROUP 2 -- Armor / Sets,Helms,Bronze Helm,"type=7,index=0",WCoinC=10000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
86,GROUP 2 -- Armor / Sets,Helms,Dragon Helm,"type=7,index=1",WCoinC=20000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
87,GROUP 2 -- Armor / Sets,Helms,Pad Helm,"type=7,index=2",WCoinC=30000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
88,GROUP 2 -- Armor / Sets,Helms,Legendary Helm,"type=7,index=3",WCoinC=15000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
89,GROUP 2 -- Armor / Sets,Helms,Bone Helm,"type=7,index=4",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
